GISJOIN,POP20,BASENAME,State,NAME,STATE,url
G35032520,40508,Hobbs,NM,Hobbs city,New Mexico,https://www.hobbsnm.org/
G42073808,40501,State College,PA,State College borough,Pennsylvania,https://www.statecollegepa.us/
G55056375,40451,New Berlin,WI,New Berlin city,Wisconsin,https://www.newberlin.org/
G48035576,40413,Hurst,TX,Hurst city,Texas,https://www.hursttx.gov/
G39027048,40313,Findlay,OH,Findlay city,Ohio,https://www.findlayohio.com/
G17019161,40290,DeKalb,IL,DeKalb city,Illinois,https://www.cityofdekalb.com/
G17017887,40269,Crystal Lake,IL,Crystal Lake city,Illinois,https://www.crystallake.org/
G26047800,40245,Lincoln Park,MI,Lincoln Park city,Michigan,https://www.citylp.com/
G12002681,40242,Aventura,FL,Aventura city,Florida,https://www.cityofaventura.com/
G34024420,40191,Fort Lee,NJ,Fort Lee borough,New Jersey,https://www.fortleenj.org/
G01026896,40184,Florence,AL,Florence city,Alabama,https://florenceal.org/
G48077272,40160,Weslaco,TX,Weslaco city,Texas,http://www.weslacotx.gov/
G09056200,40125,Norwich,CT,Norwich city,Connecticut,https://www.norwichct.org/
G08008675,40083,Brighton,CO,Brighton city,Colorado,https://www.brightonco.gov/
G12053575,40059,Oviedo,FL,Oviedo city,Florida,https://www.cityofoviedo.net/
G53033805,40051,Issaquah,WA,Issaquah city,Washington,https://www.issaquahwa.gov/
G20033625,40006,Hutchinson,KS,Hutchinson city,Kansas,https://www.hutchgov.com/
G37033560,39997,Indian Trail,NC,Indian Trail town,North Carolina,https://www.indiantrail.org/
G55084475,39994,Wausau,WI,Wausau city,Wisconsin,https://www.ci.wausau.wi.us/
G45025810,39899,Florence,SC,Florence city,South Carolina,https://www.cityofflorence.com/
G17065442,39863,Romeoville,IL,Romeoville village,Illinois,https://www.romeoville.org/
G17011332,39854,Carol Stream,IL,Carol Stream village,Illinois,https://www.carolstream.org/
G12057550,39764,Plant City,FL,Plant City city,Florida,https://www.plantcitygov.com/
G28054040,39711,Olive Branch,MS,Olive Branch city,Mississippi,https://www.obms.us/
G17057875,39656,Park Ridge,IL,Park Ridge city,Illinois,https://www.parkridge.us/
G17073157,39577,Streamwood,IL,Streamwood village,Illinois,https://www.streamwood.org/
G06067042,39568,San Gabriel,CA,San Gabriel city,California,https://www.sangabrielcity.com/
G29011242,39540,Cape Girardeau,MO,Cape Girardeau city,Missouri,https://www.cityofcapegirardeau.org/
G06004996,39501,Bell Gardens,CA,Bell Gardens city,California,https://www.bellgardens.org/
G17062367,39463,Quincy,IL,Quincy city,Illinois,https://www.quincyil.gov/
G16067420,39409,Rexburg,ID,Rexburg city,Idaho,https://www.rexburg.org/
G10021200,39403,Dover,DE,Dover city,Delaware,https://www.cityofdover.com/
G41038500,39376,Keizer,OR,Keizer city,Oregon,https://www.keizer.org/
G49065110,39306,Roy,UT,Roy city,Utah,https://www.royutah.org/
G47050780,39289,Mount Juliet,TN,Mount Juliet city,Tennessee,https://www.mtjuliet-tn.gov/
G25001370,39263,Amherst Town,MA,Amherst Town city,Massachusetts,https://www.amherstma.gov/
G39080892,39201,Warren,OH,Warren city,Ohio,https://www.warren.org/
G39083342,39190,Westerville,OH,Westerville city,Ohio,https://www.westerville.org/
G41030550,39189,Grants Pass,OR,Grants Pass city,Oregon,https://www.grantspassoregon.gov/
G25007740,39143,Braintree Town,MA,Braintree Town city,Massachusetts,https://www.braintreema.gov/
G17081087,39137,Wheeling,IL,Wheeling village,Illinois,https://www.wheelingil.gov/
G19006355,39102,Bettendorf,IA,Bettendorf city,Iowa,https://www.bettendorf.org/
G01078552,39102,Vestavia Hills,AL,Vestavia Hills city,Alabama,https://vhal.org/
G12062100,38932,Royal Palm Beach,FL,Royal Palm Beach village,Florida,https://www.royalpalmbeach.com/
G27013456,38839,Cottage Grove,MN,Cottage Grove city,Minnesota,https://www.cottagegrovemn.gov/
G01059472,38816,Phenix City,AL,Phenix City city,Alabama,https://phenixcityal.us/
G45068290,38732,Spartanburg,SC,Spartanburg city,South Carolina,https://www.cityofspartanburg.org/
G47041200,38719,La Vergne,TN,La Vergne city,Tennessee,https://www.lavergnetn.gov/
G06054806,38640,Pacifica,CA,Pacifica city,California,https://www.cityofpacifica.org/
G06009710,38633,Calexico,CA,Calexico city,California,https://www.calexico.ca.gov/
G38084780,38626,West Fargo,ND,West Fargo city,North Dakota,https://www.westfargond.gov/
G53040840,38568,Lynnwood,WA,Lynnwood city,Washington,https://www.lynnwoodwa.gov/
G35016420,38567,Clovis,NM,Clovis city,New Mexico,http://www.cityofclovis.org/
G55051000,38527,Menomonee Falls,WI,Menomonee Falls village,Wisconsin,https://www.menomonee-falls.org/
G04002830,38499,Apache Junction,AZ,Apache Junction city,Arizona,https://www.ajcity.net/
G34002080,38497,Atlantic City,NJ,Atlantic City city,New Jersey,https://www.cityofatlanticcity.org/
G16064810,38485,Post Falls,ID,Post Falls city,Idaho,https://www.postfallsidaho.org/
G47041520,38431,Lebanon,TN,Lebanon city,Tennessee,https://www.lebanontn.org/
G13025720,38358,East Point,GA,East Point city,Georgia,https://www.eastpointcity.org/
G12078325,38342,Winter Springs,FL,Winter Springs city,Florida,https://www.winterspringsfl.org/
G17077005,38336,Urbana,IL,Urbana city,Illinois,https://www.urbanaillinois.us/
G26056320,38318,Muskegon,MI,Muskegon city,Michigan,https://www.muskegon-mi.gov/
G48063284,38282,Rosenberg,TX,Rosenberg city,Texas,https://rosenbergtx.gov/
G13059724,38244,Peachtree City,GA,Peachtree City city,Georgia,https://peachtree-city.org/
G40056650,38240,Owasso,OK,Owasso city,Oklahoma,https://www.cityofowasso.com/
G25030840,38238,Holyoke,MA,Holyoke city,Massachusetts,https://www.holyoke.org/
G08054330,38131,Northglenn,CO,Northglenn city,Colorado,https://www.northglenn.org/
G06040340,38062,La Puente,CA,La Puente city,California,https://www.lapuente.org/
G06000296,38046,Adelanto,CA,Adelanto city,California,https://www.ci.adelanto.ca.us/
G17011358,37983,Carpentersville,IL,Carpentersville village,Illinois,https://cville.org/
G06073962,37962,Stanton,CA,Stanton city,California,https://www.ci.stanton.ca.us/
G06048648,37931,Monrovia,CA,Monrovia city,California,https://www.cityofmonrovia.org/
G05033400,37930,Hot Springs,AR,Hot Springs city,Arkansas,https://www.cityhs.net/
G18061092,37926,Portage,IN,Portage city,Indiana,https://www.portagein.gov/
G28074840,37923,Tupelo,MS,Tupelo city,Mississippi,https://www.tupeloms.gov/
G06048788,37865,Montclair,CA,Montclair city,California,https://www.cityofmontclair.org/
G18052326,37841,New Albany,IN,New Albany city,Indiana,https://cityofnewalbany.com/
G53040245,37818,Longview,WA,Longview city,Washington,https://www.mylongview.com/
G55031175,37803,Greenfield,WI,Greenfield city,Wisconsin,https://www.ci.greenfield.wi.us/
G01062328,37781,Prattville,AL,Prattville city,Alabama,https://www.prattvilleal.gov/
G49060930,37726,Pleasant Grove,UT,Pleasant Grove city,Utah,https://www.plgrove.org/
G13066668,37713,Rome,GA,Rome city,Georgia,https://www.romefloyd.com/
G49067825,37696,Saratoga Springs,UT,Saratoga Springs city,Utah,https://www.saratogaspringscity.com/
G45034045,37661,Hilton Head Island,SC,Hilton Head Island town,South Carolina,https://www.hiltonheadislandsc.gov/
G12060975,37604,Riviera Beach,FL,Riviera Beach city,Florida,https://www.rivierabch.com/
G41055200,37572,Oregon City,OR,Oregon City city,Oregon,https://www.orcity.org/
G06040354,37558,La Quinta,CA,La Quinta city,California,https://www.laquintaca.gov/
G17032746,37470,Hanover Park,IL,Hanover Park village,Illinois,https://www.hpil.org/
G20039000,37351,Leavenworth,KS,Leavenworth city,Kansas,https://www.leavenworthks.org/
G12016875,37351,DeLand,FL,DeLand city,Florida,https://www.deland.org/
G40004450,37290,Bartlesville,OK,Bartlesville city,Oklahoma,https://www.cityofbartlesville.org/
G06046114,37287,Martinez,CA,Martinez city,California,https://www.cityofmartinez.org/
G06013756,37266,Claremont,CA,Claremont city,California,https://www.ci.claremont.ca.us/
G23038740,37121,Lewiston,ME,Lewiston city,Maine,http://www.lewistonmaine.gov/
G39035476,37114,Hilliard,OH,Hilliard city,Ohio,https://hilliardohio.gov/
G17065078,37108,Rock Island,IL,Rock Island city,Illinois,https://www.rigov.org/
G21030700,37086,Georgetown,KY,Georgetown city,Kentucky,https://www.georgetownky.gov/
G13077652,37005,Tucker,GA,Tucker city,Georgia,https://www.tuckerga.gov/
G27054214,36994,Richfield,MN,Richfield city,Minnesota,https://www.richfieldmn.gov/
G12021150,36939,Estero,FL,Estero village,Florida,https://estero-fl.gov/
G40050050,36878,Muskogee,OK,Muskogee city,Oklahoma,http://cityofmuskogee.com/
G06085446,36875,Wildomar,CA,Wildomar city,California,http://www.cityofwildomar.org/
G55027300,36816,Franklin,WI,Franklin city,Wisconsin,https://www.franklinwi.gov/
G39079002,36800,Upper Arlington,OH,Upper Arlington city,Ohio,https://upperarlingtonoh.gov/
G49040470,36723,Kearns,UT,Kearns metro township,Utah,https://www.kmtutah.org/
G48016624,36670,Copperas Cove,TX,Copperas Cove city,Texas,https://www.copperascovetx.gov/
G55006500,36657,Beloit,WI,Beloit city,Wisconsin,https://www.beloitwi.gov/
G55058800,36497,Oak Creek,WI,Oak Creek city,Wisconsin,https://www.oakcreekwi.org/
G06078148,36494,Temple City,CA,Temple City city,California,https://www.ci.temple-city.ca.us/
G18048528,36444,Merrillville,IN,Merrillville town,Indiana,http://merrillville.in.gov/
G06049138,36284,Moorpark,CA,Moorpark city,California,https://www.moorparkca.gov/
G27055852,36254,Roseville,MN,Roseville city,Minnesota,https://www.cityofroseville.com/
G48072368,36193,Texarkana,TX,Texarkana city,Texas,https://www.ci.texarkana.tx.us/
G12018575,36068,Dunedin,FL,Dunedin city,Florida,https://www.dunedingov.com/
G17010487,36033,Calumet City,IL,Calumet City city,Illinois,https://calumetcity.org/
G49049710,36028,Midvale,UT,Midvale city,Utah,https://www.midvalecity.org/
G39047754,35999,Marion,OH,Marion city,Ohio,https://www.marionohio.us/
G48025452,35991,Farmers Branch,TX,Farmers Branch city,Texas,https://www.farmersbranchtx.gov/
G55078600,35967,Sun Prairie,WI,Sun Prairie city,Wisconsin,https://www.cityofsunprairie.com/
G12039525,35954,Lauderdale Lakes,FL,Lauderdale Lakes city,Florida,https://www.lauderdalelakes.org/
G04022220,35805,El Mirage,AZ,El Mirage city,Arizona,https://www.elmirageaz.gov/
G27031076,35801,Inver Grove Heights,MN,Inver Grove Heights city,Minnesota,https://www.ighmn.gov/
G06084410,35757,West Hollywood,CA,West Hollywood city,California,https://www.weho.org/
G42054656,35748,Norristown,PA,Norristown borough,Pennsylvania,https://www.norristown.org/
G49076680,35742,Tooele,UT,Tooele city,Utah,https://tooelecity.org/
G39029106,35726,Gahanna,OH,Gahanna city,Ohio,https://www.gahanna.gov/
G18064260,35720,Richmond,IN,Richmond city,Indiana,https://www.richmondindiana.gov/
G17000243,35702,Addison,IL,Addison village,Illinois,https://www.addisonadvantage.org/
G45049075,35682,Myrtle Beach,SC,Myrtle Beach city,South Carolina,https://www.cityofmyrtlebeach.com/
G53037900,35630,Lake Stevens,WA,Lake Stevens city,Washington,https://www.lakestevenswa.gov/
G39043554,35579,Lima,OH,Lima city,Ohio,https://www.cityhall.lima.oh.us/
G37058860,35540,Salisbury,NC,Salisbury city,North Carolina,https://salisburync.gov/
G09076500,35515,Torrington,CT,Torrington city,Connecticut,https://www.torringtonct.org/
G53077105,35508,Wenatchee,WA,Wenatchee city,Washington,https://www.wenatcheewa.gov/
G06045400,35506,Manhattan Beach,CA,Manhattan Beach city,California,https://www.citymb.info/
G39009680,35426,Brunswick,OH,Brunswick city,Ohio,https://www.brunswick.oh.us/
G29079820,35417,Wildwood,MO,Wildwood city,Missouri,https://www.cityofwildwood.com/
G25073440,35329,Watertown Town,MA,Watertown Town city,Massachusetts,https://www.watertown-ma.gov/
G45030985,35308,Greer,SC,Greer city,South Carolina,https://www.cityofgreer.org/
G48065516,35294,San Juan,TX,San Juan city,Texas,https://www.cityofsanjuantexas.com/
G39056966,35280,North Ridgeville,OH,North Ridgeville city,Ohio,https://www.nridgeville.org/
G49072280,35268,Springville,UT,Springville city,Utah,https://www.springville.org/
G04063470,35257,San Luis,AZ,San Luis city,Arizona,https://www.sanluisaz.gov/
G49011320,35235,Cedar City,UT,Cedar City city,Utah,https://www.cedarcity.org/
G17053481,35222,Northbrook,IL,Northbrook village,Illinois,https://www.northbrook.il.us/
G53047560,35219,Mount Vernon,WA,Mount Vernon city,Washington,https://www.mountvernonwa.gov/
G06068028,35196,San Juan Capistrano,CA,San Juan Capistrano city,California,https://sanjuancapistrano.org/
G48048096,35125,Midlothian,TX,Midlothian city,Texas,https://www.midlothian.tx.us/
G48041440,35124,La Porte,TX,La Porte city,Texas,https://www.ci.la-porte.tx.us/
G29075220,35065,University City,MO,University City city,Missouri,https://www.ucitymo.org/
G13084176,35065,Woodstock,GA,Woodstock city,Georgia,https://www.woodstockga.gov/
G28046640,35052,Meridian,MS,Meridian city,Mississippi,https://www.meridianms.org/
G36043335,35029,Long Beach,NY,Long Beach city,New York,https://www.longbeachny.gov/
G05005290,35014,Benton,AR,Benton city,Arkansas,https://www.bentonar.org/
G25056000,34984,Randolph Town,MA,Randolph Town city,Massachusetts,https://www.randolph-ma.gov/
G34022470,34927,Fair Lawn,NJ,Fair Lawn borough,New Jersey,https://www.fairlawn.org/
G06066070,34924,San Dimas,CA,San Dimas city,California,https://sandimasca.gov/
G13038964,34891,Hinesville,GA,Hinesville city,Georgia,https://www.cityofhinesville.org/
G53073465,34866,University Place,WA,University Place city,Washington,http://www.cityofup.com/
G47016920,34842,Cookeville,TN,Cookeville city,Tennessee,https://www.cookeville-tn.gov/
G39048188,34792,Mason,OH,Mason city,Ohio,https://www.imaginemason.org/
G24018750,34740,College Park,MD,College Park city,Maryland,https://www.collegeparkmd.gov/
G48019792,34673,Del Rio,TX,Del Rio city,Texas,https://www.cityofdelrio.com/
G12055125,34670,Parkland,FL,Parkland city,Florida,https://www.cityofparkland.org/
G13023900,34650,Douglasville,GA,Douglasville city,Georgia,https://www.douglasvillega.gov/
G55048500,34626,Manitowoc,WI,Manitowoc city,Wisconsin,https://www.manitowoc.org/
G18060246,34625,Plainfield,IN,Plainfield town,Indiana,https://www.townofplainfield.com/
G06057764,34613,Pleasant Hill,CA,Pleasant Hill city,California,https://www.ci.pleasant-hill.ca.us/
G21065226,34585,Richmond,KY,Richmond city,Kentucky,https://www.richmond.ky.us/
G17056887,34585,Oswego,IL,Oswego village,Illinois,https://www.oswegoil.org/
G37043920,34562,Monroe,NC,Monroe city,North Carolina,https://www.monroenc.org/
G18028386,34517,Goshen,IN,Goshen city,Indiana,https://goshenindiana.org/
G39025914,34510,Fairborn,OH,Fairborn city,Ohio,https://www.fairbornoh.gov/
G48019624,34495,Deer Park,TX,Deer Park city,Texas,http://www.ci.deer-park.tx.us/
G30011397,34494,Butte-Silver Bow (balance),MT,Butte-Silver Bow (balance),Montana,https://www.co.silverbow.mt.us/
G39074944,34483,Stow,OH,Stow city,Ohio,https://stowohio.org/
G13021380,34417,Dalton,GA,Dalton city,Georgia,https://www.daltonga.gov/
G12014125,34401,Cooper City,FL,Cooper City city,Florida,https://www.coopercityfl.org/
G26038640,34378,Holland,MI,Holland city,Michigan,https://www.cityofholland.com/
G41045000,34319,McMinnville,OR,McMinnville city,Oregon,https://www.mcminnvilleoregon.gov/
G26024290,34318,Eastpointe,MI,Eastpointe city,Michigan,https://www.cityofeastpointe.net/
G48068636,34306,Socorro,TX,Socorro city,Texas,https://costx.us/
G39083622,34228,Westlake,OH,Westlake city,Ohio,https://www.cityofwestlake.org/
G16046540,34203,Lewiston,ID,Lewiston city,Idaho,https://www.cityoflewiston.org/
G17083245,34158,Woodridge,IL,Woodridge village,Illinois,https://www.woodridgeil.gov/
G37025300,34152,Fuquay-Varina,NC,Fuquay-Varina town,North Carolina,https://www.fuquay-varina.org/
G18078326,34151,Valparaiso,IN,Valparaiso city,Indiana,https://www.ci.valparaiso.in.us/
G48045072,34143,Lufkin,TX,Lufkin city,Texas,http://www.cityoflufkin.com/
G04062140,34134,Sahuarita,AZ,Sahuarita town,Arizona,https://sahuaritaaz.gov/
G53075775,34060,Walla Walla,WA,Walla Walla city,Washington,https://www.wallawallawa.gov/
G01028696,33945,Gadsden,AL,Gadsden city,Alabama,https://www.cityofgadsden.com/
G20039075,33902,Leawood,KS,Leawood city,Kansas,https://www.leawood.org/
G18016138,33899,Crown Point,IN,Crown Point city,Indiana,https://www.crownpoint.in.gov/
G06025338,33805,Foster City,CA,Foster City city,California,https://www.fostercity.org/
G31025055,33790,Kearney,NE,Kearney city,Nebraska,https://www.cityofkearney.org/
G27007948,33782,Brooklyn Center,MN,Brooklyn Center city,Minnesota,https://www.cityofbrooklyncenter.org/
G06046870,33780,Menlo Park,CA,Menlo Park city,California,https://www.menlopark.org/
G08024785,33659,Englewood,CO,Englewood city,Colorado,https://www.englewoodco.gov/
G37026880,33657,Goldsboro,NC,Goldsboro city,North Carolina,https://www.goldsboronc.gov/
G49016270,33617,Cottonwood Heights,UT,Cottonwood Heights city,Utah,https://www.cottonwoodheights.utah.gov/
G42006064,33577,Bethel Park,PA,Bethel Park municipality,Pennsylvania,https://bethelpark.net/
G06004870,33559,Bell,CA,Bell city,California,https://www.cityofbell.org/
G06044112,33529,Los Gatos,CA,Los Gatos town,California,https://www.losgatosca.gov/
G51061832,33458,Petersburg,VA,Petersburg city,Virginia,http://www.petersburg-va.org/
G13073256,33438,Statesboro,GA,Statesboro city,Georgia,https://www.statesboroga.gov/
G22036255,33406,Houma,LA,Houma city,Louisiana,https://www.tpcg.org/
G56031855,33403,Gillette,WY,Gillette city,Wyoming,https://www.gillettewy.gov/
G49001310,33337,American Fork,UT,American Fork city,Utah,https://americanfork.gov/
G01000820,33284,Alabaster,AL,Alabaster city,Alabama,https://www.cityofalabaster.com/
G41061200,33274,Redmond,OR,Redmond city,Oregon,https://www.redmondoregon.gov/
G25025172,33261,Franklin Town,MA,Franklin Town city,Massachusetts,https://www.franklinma.gov/
G17029730,33176,Glendale Heights,IL,Glendale Heights village,Illinois,https://www.glendaleheights.org/
G06017946,33107,Dana Point,CA,Dana Point city,California,https://www.danapoint.org/
