"GISJOIN","POP20","BASENAME","State","smart","INTPTLAT","INTPTLON","green_commute","bachelor","poverty","income","no_insurance","internet","unemp","gini"
"G08018640",133,"Crook","CO",0,40.8587686,-102.8014045,12.5,17.4603174603175,29.5454545454545,19966,0,65.9090909090909,10.3448275862069,0.3986
"G08018750",166,"Crowley","CO",0,38.193506,-103.8597438,43.421052631579,5.51724137931035,32.1428571428571,18196,6.15384615384615,87.5,3.44827586206897,0.3201
"G08019080",6297,"Dacono","CO",0,40.0635207,-104.9468043,10.3674063295744,29.3770007387343,7.12936732766761,37467,5.94249201277955,94.2870632672332,2.20829603103551,0.3724
"G08019355",493,"De Beque","CO",0,39.3099885,-108.2049994,12.1827411167513,15.3179190751445,10.5769230769231,31774,20.6382978723404,94.2307692307692,10.2766798418972,0.3875
"G08019630",1068,"Deer Trail","CO",0,39.6158119,-104.0430652,7.14285714285714,11.5183246073298,19.1358024691358,27955,11.1725663716814,80.2469135802469,0.925925925925926,0.3964
"G08019795",1458,"Del Norte","CO",0,37.6784619,-106.3539354,17.3295454545455,20.2298850574713,14.3333333333333,28956,14.2857142857143,70.2222222222222,7.69230769230769,0.4245
"G08019850",9035,"Delta","CO",0,38.7573709,-108.0879854,22.14405360134,18.0592105263158,21.2728344136712,29437,10.5105438401776,70.8603417796111,5.00878734622144,0.5231
"G08020000",715522,"Denver","CO",1,39.7618502,-104.8811054,22.3475614466021,54.2485912469606,11.0170173765497,56381,9.10100740353529,91.4699471148487,4.64080341552161,0.4871
"G08020440",1064,"Dillon","CO",0,39.6258809,-106.0437282,4.34782608695652,57.2851805728518,2.9023746701847,56864,0.481347773766546,100,4.6,0.4367
"G08020495",243,"Dinosaur","CO",0,40.239861,-109.0067951,71.2871287128713,10.5633802816901,0,13938,1.41414141414141,26.605504587156,42.9378531073446,0.1448
"G08020770",885,"Dolores","CO",0,37.474093,-108.4998889,42.0258620689655,24.2876526458616,10.5660377358491,25986,18.1924882629108,74.5283018867924,0,0.3476
"G08021265",635,"Dove Creek","CO",0,37.7668418,-108.9071733,5.47945205479452,16.0493827160494,16.8316831683168,39798,8.51612903225806,84.4884488448845,5.64263322884013,0.4707
"G08022035",19071,"Durango","CO",0,37.2653917,-107.8781769,26.9141775347076,58.7219609959146,13.0359995085391,44836,8.26604334891628,87.3940287504607,2.34229438381688,0.4632
"G08022145",672,"Eads","CO",0,38.4814227,-102.7796615,18.8271604938272,17.0900692840647,6.92307692307692,26114,4.87012987012987,82.6923076923077,0,0.3713
"G08022200",7511,"Eagle","CO",0,39.6419331,-106.8160671,9.35387942687213,55.7545315571085,6.75105485232067,41572,3.85395537525355,91.2658227848101,2.03461178671656,0.4111
"G08022860",5802,"Eaton","CO",0,40.5256851,-104.7129871,4.79333101771448,39.6051669510115,4.49842555105713,43143,5.53531146972063,94.646873594242,3.62790697674419,0.3331
"G08023025",232,"Eckley","CO",0,40.112353,-102.4882765,8.07453416149068,20.8163265306122,14.1975308641975,27022,19.8224852071006,78.3950617283951,2.22222222222222,0.3153
"G08023135",5005,"Edgewater","CO",0,39.7508493,-105.0626195,21.2235133287765,37.7611555326283,12.3985572587917,43238,11.3354658136745,85.0315599639315,4.17452194990574,0.4063
"G08023740",1675,"Elizabeth","CO",0,39.3652623,-104.603915,13.0965593784684,36.9767441860465,4.33526011560694,39534,8.46994535519126,98.4104046242775,2.96650717703349,0.2745
"G08024620",345,"Empire","CO",0,39.7594405,-105.6816773,36.7272727272727,20.2020202020202,10.9489051094891,44117,20.3579418344519,93.7956204379562,2.41379310344828,0.4019
"G08024785",33659,"Englewood","CO",0,39.6469793,-104.9944653,17.7259929311688,44.3045990659384,8.54264949636619,49409,8.15902729707768,89.4619405839602,4.17194018656541,0.4381
"G08024950",30038,"Erie","CO",0,40.0403841,-105.0393686,13.6141792961726,65.0089171974522,2.8814359943316,60172,2.68368085246333,96.5895134624469,3.99335429893787,0.3492
"G08025115",5904,"Estes Park","CO",0,40.3670458,-105.5338614,8.73053327041057,54.8852210206792,13.3922931143399,55282,10.3066439522998,89.0397978521794,5.44733044733045,0.519
"G08025280",22165,"Evans","CO",0,40.3501648,-104.7483547,13.0648129216929,18.3280782601665,12.9432889420919,29324,11.0039833423864,91.635493042047,7.92375416702282,0.3952
"G08025610",724,"Fairplay","CO",0,39.2250609,-105.9963857,22.4358974358974,24.2424242424242,6.4327485380117,44129,17.2634271099744,75.7309941520468,1.08108108108108,0.3898
"G08026270",14382,"Federal Heights","CO",0,39.8649728,-105.0153397,29.6898986797667,13.5085714285714,14.3558523173606,24263,17.5545050448035,89.13982717989,3.83607009797157,0.3771
"G08026600",16381,"Firestone","CO",1,40.1557745,-104.9486295,12.7488561889452,30.8769473131455,3.08464849354376,42936,6.64629030324823,94.7812051649928,3.80775959658331,0.324
"G08026765",567,"Flagler","CO",0,39.2971753,-103.0675683,11.875,20.5949656750572,11.6666666666667,27192,7.74526678141136,79.3333333333333,14.5631067961165,0.428
"G08026875",428,"Fleming","CO",0,40.682075,-102.8396309,16.6666666666667,20.9026128266033,15.0197628458498,22193,14.7100424328147,77.8656126482213,2.64900662251656,0.395
"G08027040",3822,"Florence","CO",0,38.3796151,-105.1002299,11.5091015854375,21.8021201413428,13.5593220338983,29632,7.88568404339772,79.9031476997579,1.58811475409836,0.3645
"G08027425",169810,"Fort Collins","CO",1,40.5482164,-105.0648327,20.3474645863272,58.3294273884853,16.6183008591483,43495,6.0316336874179,91.9002758995325,5.28255528255528,0.4617
"G08027700",7955,"Fort Lupton","CO",1,40.0828054,-104.8069721,15.2222222222222,11.1170688114388,11.9958275382476,29624,14.140299239637,85.048678720445,7.06214689265537,0.4093
"G08027810",11597,"Fort Morgan","CO",0,40.2530029,-103.7886516,19.9718423169751,18.2095766828591,16.1036557149468,26883,13.0660792951542,89.3105043961129,4.86797197772588,0.4208
"G08027865",29802,"Fountain","CO",0,38.6890195,-104.680559,11.8413988802822,31.0659500615832,6.85092619817701,32600,4.50937822543332,93.8449475644418,6.36833046471601,0.3804
"G08027975",1253,"Fowler","CO",0,38.1306192,-104.0260959,18.5365853658537,21.3859020310633,29.2173913043478,25762,10.1584342963653,63.8260869565217,5.19187358916479,0.4529
"G08028105",754,"Foxfield","CO",0,39.5881395,-104.7857408,7.60869565217391,59.6330275229358,1.81818181818182,83677,7.05705705705706,97.4545454545455,3.18840579710145,0.3997
"G08028305",1400,"Fraser","CO",0,39.9232943,-105.8052684,25.0681198910082,26.9461077844311,10.7221006564551,43764,27.7049180327869,92.3413566739606,10.079275198188,0.4155
"G08028360",14513,"Frederick","CO",0,40.105907,-104.974497,10.3249691484986,36.2675022030745,2.65905062044514,48627,4.72168650661701,96.2773291313768,2.96173044925125,0.3106
"G08028690",2913,"Frisco","CO",0,39.5784824,-106.0909729,17.8257933828494,67.1985815602837,5.35168195718654,58760,13.8275862068966,100,1.45228215767635,0.4323
"G08028745",13395,"Fruita","CO",0,39.1559571,-108.7307691,11.1898016997167,30.6594764633187,8.60900757273814,33897,5.89423292692049,84.4958150657633,3.48144754924416,0.3953
"G08029185",254,"Garden City","CO",0,40.3945914,-104.689494,52.7777777777778,3.47222222222222,27,26155,11.5151515151515,61,17.0454545454545,0.3984
"G08029680",153,"Genoa","CO",0,39.2782183,-103.4987169,28.8135593220339,15.3846153846154,34.9397590361446,30633,13.4920634920635,71.0843373493976,0,0.4
"G08029735",1118,"Georgetown","CO",0,39.7178864,-105.6944881,27.7879341864717,39.7814207650273,11.4384748700173,51137,17.6811594202899,87.1750433275563,8.77458396369138,0.5214
"G08029955",1029,"Gilcrest","CO",0,40.2841563,-104.7820241,8.21167883211679,8.64779874213836,13.1578947368421,24421,18.2070240295749,82.2368421052632,0,0.37
"G08030340",4613,"Glendale","CO",0,39.7030524,-104.9361568,21.7851239669421,50.2287021154946,14.7559171597633,48200,7.22707423580786,89.7559171597633,2.61244276865069,0.4236
"G08030780",9963,"Glenwood Springs","CO",0,39.547132,-107.3425555,31.8465491923642,38.6127332288848,10.5613945142271,38954,18.6088527551942,85.3370930530633,3.13650184029445,0.4145
"G08030835",20399,"Golden","CO",1,39.742483,-105.2105614,25.0985545335085,54.6819047619048,9.51213216313887,52994,2.19505851755527,91.1848218895199,4.59522527373901,0.4785
"G08031550",445,"Granada","CO",0,38.062973,-102.3115911,7.5,12.012012012012,31.2796208530806,27349,26.7634854771784,72.9857819905213,0,0.4577
"G08031605",2079,"Granby","CO",0,40.0648028,-105.919386,13.7996219281664,41.5632754342432,4.93179433368311,47175,3.66441658630665,83.7355718782791,0.163532297628782,0.3651
"G08031660",65560,"Grand Junction","CO",0,39.0890618,-108.567452,16.1861333524829,35.2272233094151,13.3058057167266,37017,9.30999414465777,90.4424589755455,4.64749784425084,0.4465
"G08031715",410,"Grand Lake","CO",0,40.2559416,-105.8289416,32.03125,52.3076923076923,6.35838150289017,66849,12.0996441281139,71.6763005780347,2.5974025974026,0.5046
"G08032155",108795,"Greeley","CO",1,40.4140338,-104.7710426,17.7349071371155,26.7619760479042,14.2056517391991,31565,9.96513381078025,89.4174604009893,5.56088901769703,0.4381
"G08032650",646,"Green Mountain Falls","CO",0,38.9349535,-105.0196638,4.84429065743945,58.628841607565,6.25,45762,7.39299610894942,94.53125,0,0.4048
"G08033035",15691,"Greenwood Village","CO",0,39.6159336,-104.9116883,10.5446927374302,77.9552715654952,6.29945694336695,106171,2.5677511157105,96.5244375484872,3.13144799126108,0.5486
"G08033310",157,"Grover","CO",0,40.869111,-104.2259321,49.2753623188406,6.10687022900763,25.974025974026,28975,7.27272727272727,81.8181818181818,1.42857142857143,0.4861
"G08033640",6560,"Gunnison","CO",0,38.547978,-106.9246043,44.7940649782553,55.9234507897934,20.5998681608438,31563,8.33206165115214,96.2096242584047,4.7660882934329,0.4022
"G08033695",8040,"Gypsum","CO",0,39.6189536,-106.9595547,18.7133009956599,33.7924701561065,7.10336027222458,39207,4.99336630080811,91.4504466184602,0.741427247451344,0.43
"G08034520",56,"Hartman","CO",0,38.1211277,-102.2216085,22.7272727272727,8.10810810810811,57.1428571428571,17973,9.80392156862745,66.6666666666667,0,0.4418
"G08034740",71,"Haswell","CO",0,38.4524924,-103.16498,0,26.1904761904762,4.16666666666667,28779,0,79.1666666666667,0,0.3577
"G08034960",981,"Haxtun","CO",0,40.6418722,-102.6297033,10.0263852242744,25.0368188512518,25.8536585365854,30537,11.6252821670429,81.219512195122,4.92170022371365,0.4739
"G08035070",1941,"Hayden","CO",0,40.4922165,-107.2643245,6.09037328094303,28.5123966942149,10.397946084724,34266,9.57498778700537,85.6225930680359,1.37488542621448,0.3787
"G08036610",312,"Hillrose","CO",0,40.3244946,-103.5222063,27.4725274725275,25.1572327044025,16.1904761904762,32589,18.7772925764192,97.1428571428571,8.7719298245614,0.4229
"G08037215",837,"Holly","CO",0,38.0556393,-102.1245886,2.58064516129032,11.0344827586207,33.7792642140468,26051,6.9672131147541,81.6053511705686,1.51975683890578,0.4975
"G08037270",2346,"Holyoke","CO",0,40.5821012,-102.2971923,22.3735408560311,23.725613593455,9.26724137931035,38335,9.62994112699748,77.2629310344828,0,0.5384
"G08037380",81,"Hooper","CO",0,37.7459759,-105.8777353,11.6279069767442,25.9259259259259,30.3571428571429,16048,1.68539325842697,67.8571428571429,0,0.4414
"G08037545",875,"Hotchkiss","CO",0,38.7989917,-107.7133808,14.5945945945946,21.7510259917921,21.4673913043478,39518,12.5577100646353,76.0869565217391,2.90178571428571,0.5361
"G08037600",687,"Hot Sulphur Springs","CO",0,40.0749021,-106.1031704,21.5633423180593,24.6815286624204,6.96864111498258,37649,8.76585928489043,96.5156794425087,1.2987012987013,0.427
"G08037820",1651,"Hudson","CO",0,40.0917462,-104.5937414,11.9846596356663,11.1337406653089,15.4829545454545,43323,23.0253709909047,93.6079545454545,2.88288288288288,0.5903
"G08037875",787,"Hugo","CO",0,39.136179,-103.4731378,16.2921348314607,20.3799654576857,18.1034482758621,25569,6.38820638820639,73.8505747126437,4.38144329896907,0.4555
"G08038370",1782,"Idaho Springs","CO",0,39.7356343,-105.5173838,36.4824120603015,48.1770833333333,5.32276330690827,37390,11.587982832618,79.841449603624,6.76258992805755,0.4032
"G08038535",852,"Ignacio","CO",0,37.1180042,-107.637557,14.1638225255973,16.4705882352941,13.4199134199134,32521,12.5696101829753,63.8528138528139,7.65765765765766,0.4449
"G08038590",246,"Iliff","CO",0,40.7591774,-103.0661023,11.1111111111111,9.79381443298969,23.7410071942446,23787,15.015015015015,94.2446043165468,14.2857142857143,0.2664
"G08039195",256,"Jamestown","CO",0,40.123001,-105.3931426,5.79710144927536,57.5221238938053,3.1496062992126,76846,6.27177700348432,95.2755905511811,2.25225225225225,0.3093
"G08039855",17303,"Johnstown","CO",0,40.3844717,-104.9675954,11.6666666666667,37.9158242970042,11.4653586756591,47480,5.2634646770809,92.1980380134887,5.32962115939147,0.3918
"G08039965",1307,"Julesburg","CO",0,40.9848643,-102.2627077,28.6012526096033,22.5,23.0905861456483,25653,6.58008658008658,85.4351687388988,4.22264875239923,0.433
"G08040185",1250,"Keenesburg","CO",0,40.1542528,-104.5840258,25.0733137829912,13.1322957198444,13.0514705882353,32261,2.36363636363636,88.2352941176471,6.35838150289017,0.3497
"G08040515",1495,"Kersey","CO",0,40.3880102,-104.5561637,6.05095541401274,19.6037539103233,14.1544117647059,30078,8.68965517241379,76.8382352941177,7.28476821192053,0.4319
"G08040570",63,"Kim","CO",0,37.2470622,-103.3534114,22.2222222222222,12.2448979591837,12.1212121212121,27524,27.4509803921569,66.6666666666667,0,0.3788
"G08040790",725,"Kiowa","CO",0,39.3436915,-104.4578803,11.6104868913858,16.4285714285714,22.6190476190476,28849,5.48885077186964,88.0952380952381,1.63398692810458,0.442
"G08041010",255,"Kit Carson","CO",0,38.7628232,-102.7953663,11.5384615384615,32.0987654320988,1.94174757281553,39930,0,84.4660194174757,2.8169014084507,0.3647
"G08041560",1509,"Kremmling","CO",0,40.0565463,-106.3782117,20.5420827389444,20.2607823470411,13.2786885245902,29021,15.0028200789622,69.672131147541,2.41116751269036,0.4402
