"GISJOIN","POP20","BASENAME","State","smart","INTPTLAT","INTPTLON","green_commute","bachelor","poverty","income","no_insurance","internet","unemp","gini"
"G26035480",5678,"Grosse Pointe","MI",0,42.3839312,-82.903868,9.97530864197531,74.1523213354199,3.41918294849023,78799,0.942892723714642,94.49378330373,3.95894428152493,0.497
"G26035520",10148,"Grosse Pointe Farms","MI",0,42.3975445,-82.8891767,8.14332247557003,77.6684833178253,3.72670807453416,89962,1.3920881321983,95.1505016722408,2.66591038003403,0.4555
"G26035540",11595,"Grosse Pointe Park","MI",0,42.3739494,-82.9234385,12.1452894438138,70.9084266926449,4.54941227688289,73769,1.9890558499088,97.4749673487157,2.34646581691773,0.4475
"G26035580",16487,"Grosse Pointe Woods","MI",0,42.4392554,-82.8989553,8.68239447921682,65.0509777703493,5.21524456102453,60053,2.425142291512,93.2417836753587,5.99140854623559,0.3918
"G26036280",28433,"Hamtramck","MI",1,42.3953726,-83.0559448,25.3135536075523,18.1384248210024,33.0563879052029,14776,9.04037448800468,79.8283846363389,11.7355917289925,0.4386
"G26036300",4501,"Hancock","MI",0,47.1367273,-88.5977624,28.0278670953912,48.4279141104294,21.1602209944751,33249,12.3757690487459,89.7237569060773,2.43013365735115,0.5076
"G26036380",472,"Hanover","MI",0,42.100521,-84.5545257,7.40740740740741,10.6227106227106,11.3207547169811,28417,5.03778337531486,89.3081761006289,2.95566502463054,0.3135
"G26036460",1604,"Harbor Beach","MI",0,43.8448377,-82.6546385,24.78184991274,18.4103811841038,19.7643979057592,25337,5.12820512820513,74.2146596858639,5.19877675840979,0.4591
"G26036560",1274,"Harbor Springs","MI",0,45.4324845,-84.9891001,10.7142857142857,44.1025641025641,14.2300194931774,55608,7.11382113821138,83.625730994152,2.68292682926829,0.5727
"G26036700",15492,"Harper Woods","MI",0,42.4390116,-82.9292541,21.2256869404137,26.3662996262249,18.8032638259293,28334,6.63238396624473,89.1205802357208,7.567497403946,0.4161
"G26036720",151,"Harrietta","MI",0,44.3091293,-85.7006391,3.48837209302326,9.55882352941176,18.2926829268293,18696,9.04761904761905,85.3658536585366,0,0.3508
"G26036800",2150,"Harrison","MI",0,44.0129538,-84.8106472,11.4695340501792,8.56662933930571,25.2502780867631,19782,2.41860465116279,65.5172413793103,6.92307692307692,0.4616
"G26036860",437,"Harrisville","MI",0,44.6575092,-83.2945804,9.84848484848485,23.8461538461538,22.6666666666667,26803,8.87949260042283,66.6666666666667,2.94117647058824,0.4907
"G26036920",2053,"Hart","MI",0,43.6966181,-86.367269,19.062832800852,17.9775280898876,16.4948453608247,27774,4.31077694235589,82.0876288659794,3.00902708124373,0.4555
"G26036960",2515,"Hartford","MI",0,42.2049586,-86.1661221,6.64523043944266,6.40763462849352,23.7580993520518,17883,7.64132553606238,81.4254859611231,10.7142857142857,0.4515
"G26037120",7514,"Hastings","MI",0,42.6501302,-85.2883726,19.6541403392085,23.5521235521236,8.40490797546012,30930,4.21694915254237,85.398773006135,6.5,0.4049
"G26037420",14983,"Hazel Park","MI",0,42.4619261,-83.0976927,13.3565459610028,22.532304379038,16.573856975381,31676,9.04244685813287,87.9689331770223,5.94329955596038,0.3966
"G26037820",347,"Hersey","MI",0,43.8512644,-85.4418788,20.9302325581395,11.7154811715481,13.6363636363636,23519,7.02247191011236,80.3030303030303,12.962962962963,0.3306
"G26037860",1034,"Hesperia","MI",0,43.5694718,-86.0409314,13.2911392405063,7.94602698650675,19.8952879581152,22153,5.84484590860786,81.9371727748691,4.71976401179941,0.4228
"G26038180",8977,"Highland Park","MI",0,42.4052257,-83.0976505,26.2604280014509,16.2361623616236,36.8926994024422,23710,9.74254281501645,65.5494933749026,18.2260681449432,0.5742
"G26038380",605,"Hillman","MI",0,45.0668305,-83.8936574,11.3445378151261,10.2376599634369,26.7955801104972,23658,8.97058823529412,80.110497237569,6.12244897959184,0.4281
"G26038460",8036,"Hillsdale","MI",0,41.9274606,-84.6374794,30.3545268092587,23.2020155748969,19.7794117647059,22339,5.93548387096774,83.3088235294118,3.62081971335177,0.4134
"G26038640",34378,"Holland","MI",0,42.7680741,-86.0985978,20.0838367648872,33.2765312884597,10.4490569015863,33435,4.92591822797589,89.2352616210244,2.31603153745072,0.4249
"G26038700",5997,"Holly","MI",0,42.7987992,-83.6229675,13.9621087314662,22.640249332146,13.8784696174044,33931,4.84306446169423,89.0097524381095,7.71704180064309,0.4352
"G26038920",1575,"Homer","MI",0,42.1464231,-84.8097376,15.0974025974026,11.9324181626188,20.8261617900172,20344,6.01322910402886,88.9845094664372,6.90647482014388,0.4143
"G26039080",337,"Honor","MI",0,44.6663621,-86.0194451,3.84615384615385,23.728813559322,7.79220779220779,31058,12.751677852349,87.012987012987,0,0.3582
"G26039180",615,"Hopkins","MI",0,42.6250535,-85.7633446,24.2603550295858,23.1678486997636,16.1016949152542,29680,8.10457516339869,89.8305084745763,3.43007915567282,0.4178
"G26039360",8386,"Houghton","MI",0,47.111751,-88.5672368,53.2722099272842,63.0427790286266,33.9622641509434,21630,6.28702696167332,76.1425576519916,11.85,0.576
"G26039500",1835,"Howard City","MI",0,43.3932664,-85.4661066,21.4196762141968,8.95397489539749,15.4609929078014,24644,6.64488017429194,84.5390070921986,1.50115473441109,0.4021
"G26039540",10068,"Howell","MI",0,42.6081288,-83.9343393,11.8147635068276,29.3278734820672,5.02169869807812,37300,5.58740748462421,81.0911345319281,4.4338456103162,0.386
"G26039660",369,"Hubbardston","MI",0,43.094491,-84.8427542,29.6875,9.12052117263844,7.2,25396,21.4797136038186,80,14.1176470588235,0.389
"G26039720",2415,"Hudson","MI",0,41.8564565,-84.3457048,20.1913875598086,12.0593692022263,14.9301825993555,24192,4.12454508693894,86.5735767991407,6.8695652173913,0.4096
"G26039800",7629,"Hudsonville","MI",0,42.8633704,-85.8622046,10.8292079207921,32.883711424484,4.58302028549962,31808,5.42944378069826,95.1915852742299,6.01875977071391,0.3455
"G26040000",6388,"Huntington Woods","MI",0,42.4818989,-83.1680876,7.41150442477876,81.1689788492154,1.69270833333333,81206,1.52395915161037,97.65625,1.875,0.3699
"G26040320",3703,"Imlay City","MI",0,43.017052,-83.0770981,20.1129943502825,8.54735152487961,23.9755351681957,25311,11.1141157382369,83.1804281345566,3.71338912133891,0.4097
"G26040680",26088,"Inkster","MI",1,42.2939448,-83.320298,14.2028655901751,12.0801307268656,32.4658425504229,22420,9.95571783716594,86.4671437865973,11.6662116662117,0.5097
"G26040860",13378,"Ionia","MI",0,42.976821,-85.0746328,26.5676207122569,10.4117266652296,12.5647315344781,21023,11.8440930607312,83.3469610248024,6.92164179104478,0.3657
"G26040960",7518,"Iron Mountain","MI",0,45.8268878,-88.0594354,12.9375428963624,25.7282431698933,12.7910403772473,32578,7.43252407432524,84.0848806366048,4.66101694915254,0.4454
"G26040980",3007,"Iron River","MI",0,46.0959059,-88.6365979,10.5069801616458,18.2706399609184,14.3856920684292,26206,7.31043862631758,78.8491446345257,4.2356055592323,0.4016
"G26041060",5045,"Ironwood","MI",0,46.4522093,-90.1504325,14.0690376569038,20.4411764705882,16.8437025796662,32125,6.8222982491447,80.3490136570561,10.6880138468196,0.4926
"G26041220",6140,"Ishpeming","MI",0,46.470344,-87.6751413,16.4537359659311,25.6448785374405,15.3215895124949,26497,4.22721268163805,87.8738222040148,7.7221324717286,0.4027
"G26041340",2853,"Ithaca","MI",0,43.2910938,-84.5956735,13.4377038486628,25.1014198782961,14.5393068469992,30666,4.63292943692088,84.9535080304311,0.81453634085213,0.4144
"G26041420",31309,"Jackson","MI",0,42.2421557,-84.4020382,16.4963386175264,15.3122703894195,24.9638260604676,23447,9.39731782194216,89.5590587160155,10.8382274426054,0.4573
"G26041920",2176,"Jonesville","MI",0,41.9794371,-84.6658119,19.1157347204161,14.5114942528736,21.8120805369128,23829,2.82186948853616,81.9910514541387,5.81140350877193,0.3799
"G26042160",73598,"Kalamazoo","MI",0,42.2751635,-85.5885011,19.2149066848649,37.190537318907,24.6229947442548,27191,6.23771694300661,85.4694101885885,8.07251624423392,0.4826
"G26042240",507,"Kaleva","MI",0,44.3722791,-86.0135521,19.8473282442748,15.2238805970149,30.9278350515464,18341,6.57084188911704,85.0515463917526,9.21052631578947,0.3399
"G26042260",2132,"Kalkaska","MI",0,44.731565,-85.1843291,12.1975806451613,14.9158444573418,26.6173752310536,23674,6.50958466453674,84.9353049907579,4.52029520295203,0.4466
"G26042460",2764,"Keego Harbor","MI",0,42.6082725,-83.3457522,8.36261419536191,38.5921118322516,7.27824109173616,40560,4.76362324070733,89.2342683851403,3.78027170702894,0.4232
"G26042780",1262,"Kent City","MI",0,43.2263657,-85.7554679,10.5914718019257,10.635838150289,9.48453608247423,24770,3.26323422770123,87.0103092783505,2.51322751322751,0.3155
"G26042820",54304,"Kentwood","MI",0,42.8848199,-85.5925401,10.3521709981465,35.6036723632542,8.91061452513967,34158,4.7451898075923,91.1359404096834,4.52358679673928,0.4018
"G26043220",421,"Kinde","MI",0,43.9414257,-82.9967035,3.37837837837838,2.8,17.8807947019868,25002,2.51256281407035,69.5364238410596,2.46913580246914,0.3734
"G26043300",5139,"Kingsford","MI",0,45.8064376,-88.1003651,16.2936436884512,24.6645732229518,11.3114015322217,31160,6.73886883273165,88.5984677782785,3.63849765258216,0.4011
"G26043340",1431,"Kingsley","MI",0,44.5805954,-85.5335868,11.9298245614035,25.9220231822972,17.5097276264591,22280,1.78571428571429,88.9105058365759,2.63157894736842,0.4187
"G26043380",399,"Kingston","MI",0,43.4128054,-83.1862623,17.7631578947368,11.8721461187215,21.1678832116788,21488,1.42045454545455,89.051094890511,8,0.3886
"G26044200",1424,"Laingsburg","MI",0,42.8905596,-84.3503991,3.29861111111111,26,16.8336673346693,31666,2.65151515151515,94.9899799599198,3.27868852459016,0.5093
"G26044440",287,"Lake Angelus","MI",0,42.6917102,-83.3255326,4.6875,77.1428571428572,1.45985401459854,178962,0.696864111498258,82.4817518248175,4.92957746478873,0.4879
"G26044460",273,"Lake Ann","MI",0,44.7269777,-85.8468874,7.94701986754967,43.9024390243902,3.67647058823529,47753,0.236406619385343,92.6470588235294,5.32544378698225,0.5278
"G26044480",829,"Lake City","MI",0,44.3296678,-85.2084742,26.537216828479,24.2424242424242,9.0566037735849,28911,6.97674418604651,85.6603773584906,6.80473372781065,0.3735
"G26044715",1829,"Lake Isabella","MI",0,43.6440906,-85.0047784,13.109243697479,29.2452830188679,7.80780780780781,36887,8.25806451612903,90.5405405405405,2.35478806907378,0.3639
"G26044780",1014,"Lake Linden","MI",0,47.1954566,-88.4057389,15.6190476190476,22.9291716686675,19.104991394148,24816,2.62045646661031,82.7882960413081,10.0486223662885,0.397
"G26044880",1994,"Lake Odessa","MI",0,42.7829205,-85.1375375,9.83981693363844,15.2997932460372,16.9088507265522,33726,8.83043682480038,86.2615587846764,5.62730627306273,0.4743
"G26044940",2876,"Lake Orion","MI",0,42.7836501,-83.2443213,10.3293413173653,43.4122376060741,11.6222760290557,49695,3.45441595441595,90.1533494753834,2.58724428399519,0.4632
"G26045240",1024,"Lakeview","MI",0,43.4430646,-85.2669373,17.7049180327869,11.8168389955687,32.48730964467,21510,8.72617853560682,82.741116751269,14.3589743589744,0.4828
"G26045340",1340,"Lakewood Club","MI",0,43.3761601,-86.2525718,21.0169491525424,9.67741935483871,10.5809128630705,27188,5.14157973174367,89.8340248962656,5.70175438596491,0.3513
"G26045540",1874,"L'Anse","MI",0,46.7528652,-88.4481445,10.5548037889039,14.4436765722184,12.3582766439909,33789,4.07264722069345,81.1791383219955,6.88836104513064,0.4567
"G26046000",112644,"Lansing","MI",0,42.7143412,-84.5608887,19.9851288830139,29.2832912110932,18.9361150447773,28483,6.41719293266161,87.3825717533957,8.28714743853302,0.4196
"G26046040",9023,"Lapeer","MI",0,43.0451272,-83.326746,15.5086848635236,14.2724888134547,25.4107338444688,29527,8.93533638145003,80.1478641840088,4.31634642160958,0.5187
"G26046320",4088,"Lathrup Village","MI",0,42.4920759,-83.2272835,5.32859680284192,49.1362126245847,3.49428208386277,54461,1.35836008891084,99.2376111817027,7.54716981132075,0.4326
"G26046360",1864,"Laurium","MI",0,47.2351079,-88.43819,20.0803212851406,32.5800376647834,21.6916780354707,26889,5.39245056920312,82.537517053206,2.64423076923077,0.4613
"G26046440",964,"Lawrence","MI",0,42.2149977,-86.0575094,17.4358974358974,17.7705977382876,30.6179775280899,21534,5.36246276067527,82.0224719101124,8.4051724137931,0.468
"G26046500",1850,"Lawton","MI",0,42.1673153,-85.8465019,8.25688073394496,17.4074074074074,15.5737704918033,27592,4.73092844470727,90.3005464480874,10.3694874851013,0.3796
"G26046880",509,"Lennon","MI",0,42.9854404,-83.9325302,9.63855421686747,17.4074074074074,12.1621621621622,32621,5.72916666666667,89.1891891891892,8.55614973262032,0.35
"G26046940",377,"Leonard","MI",0,42.8652286,-83.1429426,5.46875,40.1826484018265,0.847457627118644,39811,4.02476780185759,90.6779661016949,6.20689655172414,0.3917
"G26047100",260,"Le Roy","MI",0,44.0381269,-85.4537816,15.4929577464789,18.8405797101449,5.55555555555556,30541,21.5962441314554,87.5,2.17391304347826,0.3016
"G26047180",1927,"Leslie","MI",0,42.450343,-84.4325928,7.08418891170431,15.4585798816568,8.23529411764706,28115,2.76346604215457,87.9738562091503,4.29616087751371,0.3689
"G26047280",943,"Lexington","MI",0,43.2672427,-82.5369998,15.5378486055777,25.7142857142857,15.8612143742255,34142,1.20391271632807,81.6604708798017,1.85185185185185,0.4279
"G26047560",305,"Lincoln","MI",0,44.684367,-83.4125679,25,14.572864321608,37.2413793103448,30075,0.858369098712446,82.0689655172414,8.88888888888889,0.5948
"G26047800",40245,"Lincoln Park","MI",0,42.2432907,-83.1812577,12.1893045443133,11.0984546455557,16.1564289946672,27393,8.25014458497825,81.7236157745737,6.92851784374665,0.4117
"G26047820",4142,"Linden","MI",0,42.8191644,-83.7812248,14.9410222804718,27.6727272727273,5.19653564290473,39188,0.850960369559932,90.6728847435043,9.67221923696937,0.4043
"G26047980",1399,"Litchfield","MI",0,42.0401527,-84.7521715,21.5986394557823,16.75,13.5922330097087,25965,8.11715481171548,85.2427184466019,2.92307692307692,0.3865
"G26049000",95535,"Livonia","MI",0,42.3971831,-83.3723195,8.4165687426557,39.0885287665416,4.94852999550134,44853,2.89878197968193,93.0667654608484,5.027977143761,0.3778
"G26049540",4142,"Lowell","MI",0,42.9345998,-85.3462186,14.0011383039271,25.4127781765973,13.0124777183601,29394,5.3,85.9180035650624,2.0159151193634,0.4106
"G26049640",7655,"Ludington","MI",0,43.9571957,-86.4429369,20.3187250996016,27.2495909834576,14.8169501297204,30385,3.93385784771303,78.322283078697,4.08423739629866,0.4375
"G26049700",1382,"Luna Pier","MI",0,41.8032623,-83.4424754,13.5922330097087,18.2008368200837,21.9001610305958,33101,3.18367346938776,84.7020933977456,6.81818181818182,0.4525
"G26049740",332,"Luther","MI",0,44.0387786,-85.6830012,32.3809523809524,8.2051282051282,25.8620689655172,26270,20.817843866171,79.3103448275862,8.47457627118644,0.3864
"G26049900",763,"Lyons","MI",0,42.9865188,-84.9441779,16.9811320754717,5.37261698440208,8.14332247557003,28948,2.97324083250743,89.2508143322476,15.0980392156863,0.4036
"G26049980",637,"McBain","MI",0,44.1960547,-85.2153808,17.4193548387097,10.4562737642586,22.108843537415,21993,13.9880952380952,76.8707482993197,10.1369863013699,0.4184
"G26050000",189,"McBride","MI",0,43.352057,-85.0441339,5.06329113924051,9.86842105263158,25.3164556962025,24331,18.75,75.9493670886076,0,0.3527
"G26050280",583,"Mackinac Island","MI",0,45.8601843,-84.6258337,91.015625,36.6288492706645,3.19767441860465,46343,22.8468899521531,90.1162790697674,8.53858784893268,0.404
"G26050320",846,"Mackinaw City","MI",0,45.7839217,-84.7565581,35.609756097561,29.3436293436293,21.5873015873016,28022,11.4503816793893,88.5714285714286,27.217125382263,0.4276
"G26050560",28468,"Madison Heights","MI",0,42.5072642,-83.1033512,12.7107941460516,31.2928002961318,12.3114644475815,37113,7.12801549568586,88.4315328033286,3.59409287705356,0.4036
"G26050620",1344,"Mancelona","MI",0,44.9024166,-85.0612714,13.1462333825702,6.35386119257087,12.9323308270677,26999,3.69913686806412,85.4135338345865,11.6363636363636,0.4344
"G26050660",2037,"Manchester","MI",0,42.1482923,-84.0346331,8.84718498659517,37.5070185289163,4.85347985347985,43261,4.24590888987174,86.0805860805861,1.49142431021626,0.3782
"G26050720",6259,"Manistee","MI",0,44.2452677,-86.3275365,15.9012131715771,22.6118228815464,11.7912129177619,31632,2.54086421751092,86.8944799098761,7.15317919075144,0.4146
"G26050760",2828,"Manistique","MI",0,45.9597443,-86.2509528,15.0159744408946,14.0212864414623,21.9529085872576,31643,4.8487057965731,81.0941828254848,8.60597439544808,0.5341
"G26050880",1258,"Manton","MI",0,44.4113445,-85.4005231,15.8607350096712,4.58715596330275,20.9433962264151,22777,5.99393019726859,84.5283018867925,5.33562822719449,0.4552
"G26051200",573,"Maple Rapids","MI",0,43.1085929,-84.6858761,10.062893081761,10.1727447216891,23.6245954692557,24343,10.6020942408377,82.5242718446602,0.872093023255814,0.3644
"G26051460",1074,"Marcellus","MI",0,42.0249038,-85.8139172,6.15671641791045,14.2317380352645,9.71563981042654,27785,7.14879467996675,84.8341232227488,5.28109028960818,0.3556
"G26051600",4079,"Marine City","MI",0,42.7142971,-82.5027902,23.146186440678,15.506329113924,12.9876796714579,35498,7.29243656072924,88.8090349075975,8.33333333333333,0.3859
"G26051660",789,"Marion","MI",0,44.0997847,-85.1409437,21.3541666666667,8.4051724137931,29.4314381270903,19710,9.80091883614089,72.9096989966555,15.6779661016949,0.4104
"G26051820",1855,"Marlette","MI",0,43.3264389,-83.0805187,24.2290748898678,10.2811950790861,24.4897959183673,27322,10.0226500566251,79.9744897959184,10.2722772277228,0.5163
"G26051900",20629,"Marquette","MI",0,46.5506978,-87.3958333,26.680126910874,45.5797460003299,23.812351543943,30343,5.34048146811691,83.729216152019,5.88235294117647,0.4653
"G26051940",6822,"Marshall","MI",0,42.2626296,-84.9587391,9.29476763080923,43.1414219474498,7.27797370952228,46004,6.73822301729279,92.1128566848349,7.24279835390946,0.4456
"G26051980",377,"Martin","MI",0,42.5369582,-85.6389518,11.864406779661,9.61538461538462,13.3004926108374,30164,16.7924528301887,89.6551724137931,3.17460317460317,0.4748
"G26052080",9997,"Marysville","MI",0,42.9084725,-82.4809558,7.68295647945539,25.9169746943418,5.43403177527055,36035,3.72116349047141,88.6483997236933,4.56104944500505,0.3942
"G26052180",8283,"Mason","MI",0,42.5806927,-84.4422825,5.25222551928783,36.8120805369128,7.54769921436588,38382,2.48494940438068,87.7665544332211,3.96961529037001,0.3825
"G26052380",2550,"Mattawan","MI",0,42.215635,-85.7957605,6.09756097560976,20.5882352941176,8.9128305582762,31765,6.23538581449727,90.9892262487757,7.64119601328904,0.3881
"G26052440",545,"Maybee","MI",0,42.0101832,-83.5092588,7.86885245901639,21.4285714285714,11.2244897959184,36614,3.63636363636364,87.7551020408163,3.57142857142857,0.4612
"G26052540",922,"Mayville","MI",0,43.3359419,-83.3519724,11.6945107398568,16.3239074550129,17.2995780590717,25877,3.13059033989267,83.5443037974684,8.26612903225806,0.4275
"G26052760",386,"Mecosta","MI",0,43.6181082,-85.2299638,8.37696335078534,9.46291560102302,19.2708333333333,21573,11.8811881188119,86.9791666666667,10.6481481481481,0.3339
"G26052920",148,"Melvin","MI",0,43.1864304,-82.861653,21.6216216216216,4.31654676258993,24.6753246753247,23755,17.0212765957447,61.038961038961,10.5882352941176,0.42
"G26052940",12851,"Melvindale","MI",0,42.2786073,-83.1822553,33.3257351265101,12.9904212045663,28.9085545722714,20981,5.79159743650605,90.5604719764012,11.1980622321595,0.4659
"G26052960",1084,"Memphis","MI",0,42.8952344,-82.7682584,20.9829867674858,14.5218417945691,26.7605633802817,28069,5.92850915431561,79.2756539235412,5.4421768707483,0.435
"G26052980",881,"Mendon","MI",0,42.008514,-85.4540388,14.745308310992,15.5688622754491,6.35451505016722,30988,4.68557336621455,93.9799331103679,6.77570093457944,0.299
"G26053020",8488,"Menominee","MI",0,45.1220881,-87.6235729,23.5415060395785,15.1896741696836,15.5167925019526,28326,5.42161448962457,81.437125748503,4.07879490150637,0.4024
"G26053180",663,"Merrill","MI",0,43.4090796,-84.3344926,5.3030303030303,12.9370629370629,19.2439862542955,19792,2.33853006681514,88.659793814433,26.1455525606469,0.4591
"G26053320",397,"Mesick","MI",0,44.4040507,-85.7173398,29.5081967213115,11.0169491525424,39.3333333333333,14111,5.38461538461539,79.3333333333333,9.52380952380952,0.4738
"G26053340",594,"Metamora","MI",0,42.9455316,-83.292977,17.7993527508091,28.3653846153846,5.17241379310345,34432,3.7156704361874,89.2241379310345,2.7027027027027,0.3483
"G26053500",200,"Michiana","MI",0,41.7637109,-86.8111059,14.8936170212766,85.663082437276,5.66037735849057,98188,2.80701754385965,92.4528301886792,3.2051282051282,0.4039
"G26053760",4295,"Middleville","MI",0,42.7153192,-85.4686167,13.2699048572859,23.1071008238525,11.4136732329085,31308,2.47175141242938,83.6616454229432,0.620017714791851,0.3646
"G26053780",42547,"Midland","MI",0,43.6247956,-84.2319836,10.4015340810041,44.0643384228245,10.9423676012461,43155,3.44356905098302,89.3914107699155,4.45881718849527,0.4748
"G26053920",6079,"Milan","MI",0,42.081347,-83.6847927,12.233676975945,32.9659798754193,7.7319587628866,38735,2.51909637575167,88.7390959555908,6.49749023982153,0.3584
"G26053960",6520,"Milford","MI",0,42.5885391,-83.6016481,7.43639921722114,46.7333333333333,9.21253822629969,51555,2.18910107126223,92.9281345565749,3.0077519379845,0.4374
"G26054120",169,"Millersburg","MI",0,45.3340796,-84.0607001,8.16326530612245,11.9266055045872,22.0588235294118,21107,12.3456790123457,88.2352941176471,5.76923076923077,0.4131
"G26054220",1028,"Millington","MI",0,43.2728142,-83.523817,25,11.7948717948718,16.7002012072435,29535,6.83682771194166,72.8370221327968,2.67686424474187,0.408
"G26054560",165,"Minden City","MI",0,43.6747221,-82.7728088,5.55555555555556,7.74193548387097,17.6470588235294,26057,7.88177339901478,63.7254901960784,5.88235294117647,0.3761
"G26055020",20462,"Monroe","MI",0,41.9165856,-83.3843237,12.7706692913386,18.9483355714185,16.1275199249883,29814,5.22328943459748,85.478199718706,7.76902887139108,0.4276
"G26055100",2417,"Montague","MI",0,43.4125608,-86.3631189,9.000900090009,19.5679012345679,6.60569105691057,28213,3.9121756487026,84.2479674796748,1.72413793103448,0.3302
"G26055220",322,"Montgomery","MI",0,41.7760406,-84.8089967,11.5384615384615,9.95024875621891,31.5315315315315,22235,7.3394495412844,70.2702702702703,0.740740740740741,0.4861
"G26055280",1743,"Montrose","MI",0,43.1763452,-83.8931853,11.5384615384615,9.98293515358362,23.6874236874237,21523,8.93769152196118,86.5689865689866,2.44215938303342,0.3957
"G26055500",2270,"Morenci","MI",0,41.7227114,-84.2168439,12.9568106312292,8.35181079083518,12.5159642401022,25695,8.90890890890891,88.8888888888889,5.38384845463609,0.3497
"G26055540",517,"Morley","MI",0,43.4903893,-85.4454713,10,10.5392156862745,29.6610169491525,19795,4.31432973805855,66.1016949152542,17.8707224334601,0.4378
"G26055560",949,"Morrice","MI",0,42.8360149,-84.1844756,12.7142857142857,13.3928571428571,15.036231884058,25129,3.6036036036036,92.0289855072464,6.00490196078431,0.3715
"G26055820",15697,"Mount Clemens","MI",0,42.5980555,-82.8815059,11.9061757719715,16.1701021998961,16.7097068205985,31939,7.20362622036262,89.4273127753304,6.97373528270151,0.4567
"G26055960",3170,"Mount Morris","MI",0,43.1176639,-83.6987294,9.55284552845528,5.39374325782093,24.7320061255743,18780,5.40197013028281,78.3307810107197,18.531976744186,0.3746
"G26056020",21688,"Mount Pleasant","MI",0,43.5967104,-84.7759718,29.4650122050448,44.2459493144994,34.4422700587084,23962,6.6769532893814,78.5779517286367,9.44868814347393,0.5262
"G26056080",646,"Muir","MI",0,42.9983605,-84.9351832,15.4150197628458,5.72916666666667,11.1111111111111,29146,6.42978003384095,81.0699588477366,9.24657534246575,0.4708
"G26056140",525,"Mulliken","MI",0,42.7630079,-84.8963702,10.2766798418972,16.0427807486631,3.88349514563107,33996,3.04761904761905,97.0873786407767,4.76190476190476,0.3402
"G26056200",1986,"Munising","MI",0,46.4309186,-86.6194432,24.4952893674293,29.254955570745,10.4625550660793,27255,6.51945320715037,83.2599118942731,4.10798122065728,0.3705
"G26056320",38318,"Muskegon","MI",0,43.2265397,-86.2572469,12.6504188880426,14.3858154930123,22.2984322508399,22262,6.90207265952492,80.5921052631579,10.3935923909643,0.4649
"G26056360",9917,"Muskegon Heights","MI",0,43.2019212,-86.2409625,13.2343651295009,8.88507718696398,37.1365272777624,15816,5.92614951202334,82.9133204098588,20.5183585313175,0.4229
"G26056680",1537,"Nashville","MI",0,42.6029667,-85.0938823,11.3671274961598,8.86302596239928,12.2112211221122,27831,4.09722222222222,83.6633663366337,4.17246175243394,0.382
"G26056860",4627,"Negaunee","MI",0,46.4966195,-87.5918684,10.1566447700859,34.6421785940469,14.2857142857143,30977,1.4941771039332,78.3251231527094,2.65049415992812,0.3883
"G26057080",2471,"Newaygo","MI",0,43.4172755,-85.7995295,17.2097759674134,10.783055198973,21.8390804597701,29400,6.53327888934259,86.4158829676071,5.9449866903283,0.5307
"G26057100",12117,"New Baltimore","MI",0,42.685306,-82.737649,6.11224300796444,28.0743283228784,5.9901939884886,40391,2.16576426488963,90.172671072266,4.20772720162678,0.3762
"G26057140",1446,"Newberry","MI",0,46.353821,-85.5098038,31.7307692307692,18.4659090909091,25.4620123203285,24135,3.00820419325433,86.4476386036961,4.55764075067024,0.4632
"G26057220",1708,"New Buffalo","MI",0,41.7913818,-86.7425435,21.0059171597633,36.6847826086957,11.4754098360656,52528,6.6079295154185,83.6065573770492,1.28040973111396,0.5263
"G26057280",446,"New Era","MI",0,43.5596327,-86.3471564,9.38967136150235,34.0116279069767,4.51977401129944,37162,1.36054421768707,90.3954802259887,1.66666666666667,0.3084
"G26057380",6097,"New Haven","MI",0,42.7297621,-82.7970398,16.5835976438604,22.0454545454545,21.5618860510805,25855,7.12199870214147,92.2396856581532,7.55078574166347,0.4265
"G26057520",565,"New Lothrop","MI",0,43.1172749,-83.9689743,14.2307692307692,17.5644028103045,18.7739463601533,37254,3.05958132045089,83.9080459770115,5.80645161290323,0.4674
"G26057760",11988,"Niles","MI",0,41.8345393,-86.247851,13.4172732638206,17.0443227091633,22.6960110041265,24313,5.63777910856361,83.3562585969739,12.0358306188925,0.4253
"G26057920",452,"North Adams","MI",0,41.9707141,-84.5252095,6.45161290322581,15.5172413793103,13.1313131313131,25400,2.15686274509804,86.3636363636364,2.04081632653061,0.3743
"G26058080",1096,"North Branch","MI",0,43.2286367,-83.1919728,12.5628140703518,10.355486862442,20.8715596330275,30122,4.7047047047047,75.9174311926605,6.77966101694915,0.5072
"G26058640",4093,"North Muskegon","MI",0,43.2521632,-86.2708308,4.18732782369146,47.9203697120512,10.8227848101266,50859,1.93164933135215,94.3670886075949,1.4292520247737,0.446
"G26058740",496,"Northport","MI",0,45.1302723,-85.6176609,19.1666666666667,52.6315789473684,9.09090909090909,64150,2.62529832935561,77.511961722488,2.54777070063694,0.5554
"G26058980",6119,"Northville","MI",0,42.4362051,-83.488283,7.39149119037387,67.1993090045347,4.37096161155454,76615,1.48662041625372,93.7286202964652,3.37777777777778,0.4324
"G26059140",25030,"Norton Shores","MI",0,43.1695384,-86.2354051,8.54463687685389,32.0111382622038,6.3289817232376,35478,2.62040227582338,87.6657963446475,5.19769357495881,0.3977
