GISJOIN,target
G29065000,[]
G29065000,[]
G29065000,['SDG3_6']
G29065000,['SDG3_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG3_6']
G29065000,"['SDG11_b', 'SDG15_3']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_6']
G29065000,['SDG7_2']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_a']
G29065000,[]
G29065000,['SDG17_17']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG11_b', 'SDG15_3']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG9_5']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG3_8', 'SDG8_b', 'SDG3_general', 'SDG3_c', 'SDG4_7', 'SDG9_1', 'SDG11_1', 'SDG4_2']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG13_general']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_a']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG10_3']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG8_2']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG9_5', 'SDG9_b']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG8_3']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_3']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG16_1']
G29065000,['SDG16_1']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG16_1']
G29065000,[]
G29065000,[]
G29065000,['SDG17_general']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG16_general']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG17_17']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG9_1']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG10_3']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG9_1', 'SDG11_1']"
G29065000,"['SDG9_1', 'SDG11_1']"
G29065000,"['SDG9_1', 'SDG11_1']"
G29065000,"['SDG9_1', 'SDG11_1']"
G29065000,[]
G29065000,"['SDG1_2', 'SDG1_3', 'SDG1_b']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG1_b', 'SDG13_2', 'SDG1_5', 'SDG13_general', 'SDG11_3', 'SDG13_1', 'SDG1_2', 'SDG11_b', 'SDG15_general']"
G29065000,['SDG11_3']
G29065000,[]
G29065000,['SDG1_2']
G29065000,['SDG1_3']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG1_2']
G29065000,['SDG1_2']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG9_4']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG12_5']
G29065000,"['SDG9_1', 'SDG10_3', 'SDG3_general']"
G29065000,"['SDG9_c', 'SDG13_2', 'SDG7_general', 'SDG7_1', 'SDG7_2', 'SDG9_1']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG5_a']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG13_general']
G29065000,"['SDG13_2', 'SDG7_general', 'SDG7_a', 'SDG7_3', 'SDG7_2']"
G29065000,[]
G29065000,"['SDG10_3', 'SDG8_5']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG3_general']
G29065000,['SDG4_general']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG5_2', 'SDG16_4', 'SDG11_b', 'SDG5_a', 'SDG5_1', 'SDG11_7', 'SDG3_8', 'SDG11_3', 'SDG16_10', 'SDG11_6', 'SDG13_1', 'SDG16_1', 'SDG1_b', 'SDG3_general', 'SDG13_general', 'SDG5_5', 'SDG5_c', 'SDG1_a', 'SDG13_3', 'SDG11_a']"
G29065000,"['SDG3_8', 'SDG4_general', 'SDG3_general', 'SDG8_b', 'SDG4_1', 'SDG5_a', 'SDG9_3', 'SDG3_c', 'SDG2_1', 'SDG5_5', 'SDG2_b', 'SDG3_b', 'SDG4_2', 'SDG15_general', 'SDG11_a']"
G29065000,"['SDG10_7', 'SDG3_general', 'SDG15_5', 'SDG5_a', 'SDG3_c', 'SDG2_1', 'SDG5_5', 'SDG5_c', 'SDG8_b', 'SDG4_2', 'SDG15_general', 'SDG3_6']"
G29065000,"['SDG10_7', 'SDG11_3', 'SDG4_b', 'SDG5_5', 'SDG9_a', 'SDG8_b', 'SDG8_5']"
G29065000,['SDG8_5']
G29065000,"['SDG9_b', 'SDG15_3', 'SDG3_c', 'SDG8_b', 'SDG13_b', 'SDG4_2', 'SDG8_5', 'SDG3_8', 'SDG4_1', 'SDG4_b', 'SDG10_a', 'SDG8_2', 'SDG13_1', 'SDG2_b', 'SDG13_3', 'SDG4_general', 'SDG3_general', 'SDG13_general', 'SDG17_6', 'SDG5_6', 'SDG3_b', 'SDG11_a']"
G29065000,"['SDG5_6', 'SDG8_b', 'SDG3_7', 'SDG4_1', 'SDG4_b', 'SDG9_a', 'SDG5_3', 'SDG15_b', 'SDG15_1', 'SDG3_6']"
G29065000,"['SDG3_6', 'SDG8_b', 'SDG2_4', 'SDG17_3', 'SDG8_4', 'SDG12_6', 'SDG9_a', 'SDG2_b', 'SDG15_b', 'SDG15_1', 'SDG16_1', 'SDG11_a']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG13_general']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_4']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG16_4']
G29065000,[]
G29065000,['SDG3_c']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG9_1', 'SDG11_1']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG8_2']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG4_2', 'SDG3_4', 'SDG3_general']"
G29065000,['SDG16_1']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG4_2']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG11_6', 'SDG3_a']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG12_5', 'SDG12_4']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG9_5']
G29065000,[]
G29065000,['SDG9_c']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG13_general', 'SDG6_4', 'SDG11_7']"
G29065000,"['SDG1_2', 'SDG1_b', 'SDG1_a']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG9_1', 'SDG11_1']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG9_1', 'SDG11_1']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG9_1', 'SDG11_2']"
G29065000,[]
G29065000,['SDG7_3']
G29065000,[]
G29065000,['SDG7_3']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_3']
G29065000,['SDG10_3']
G29065000,['SDG11_3']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG13_general', 'SDG13_3', 'SDG11_b']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG1_2', 'SDG1_3', 'SDG11_1', 'SDG1_b']"
G29065000,[]
G29065000,"['SDG1_4', 'SDG11_1', 'SDG1_3']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG9_1', 'SDG11_1']"
G29065000,['SDG11_2']
G29065000,[]
G29065000,[]
G29065000,['SDG16_general']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG14_4', 'SDG15_7']"
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,['SDG11_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG11_6', 'SDG11_a']"
G29065000,[]
G29065000,[]
G29065000,['SDG10_3']
G29065000,[]
G29065000,['SDG16_10']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG13_2', 'SDG7_general']"
G29065000,[]
G29065000,['SDG13_general']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG8_6', 'SDG4_4']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG3_general']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,"['SDG16_10', 'SDG16_9', 'SDG11_a', 'SDG4_general']"
G29065000,['SDG11_a']
G29065000,"['SDG17_17', 'SDG4_a']"
G29065000,"['SDG3_8', 'SDG6_4']"
G29065000,[]
G29065000,['SDG11_a']
G29065000,"['SDG4_2', 'SDG11_a', 'SDG3_general']"
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG16_3']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG13_general']
G29065000,[]
G29065000,[]
G29065000,['SDG3_6']
G29065000,[]
G29065000,['SDG3_6']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,['SDG14_5']
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G29065000,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,['SDG9_c']
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G23071990,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G49062360,[]
G34059190,"['SDG3_8', 'SDG9_b', 'SDG4_b', 'SDG3_c', 'SDG17_6']"
G34059190,[]
G34059190,[]
G34059190,"['SDG3_8', 'SDG9_b', 'SDG4_b', 'SDG3_c', 'SDG17_6']"
G34059190,['SDG3_general']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG3_general']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG13_general']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG3_general']
G34059190,['SDG3_general']
G34059190,[]
G34059190,[]
G34059190,['SDG3_general']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,"['SDG3_8', 'SDG1_a']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG8_6']
G34059190,"['SDG17_17', 'SDG8_7']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG3_general']
G34059190,['SDG8_5']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG10_3']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG4_a']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG4_general']
G34059190,"['SDG13_general', 'SDG13_2', 'SDG3_a']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,"['SDG4_2', 'SDG3_general']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,"['SDG11_7', 'SDG3_general']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG11_7']
G34059190,[]
G34059190,['SDG9_5']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,"['SDG11_6', 'SDG13_general', 'SDG13_2']"
G34059190,"['SDG13_2', 'SDG7_general']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,"['SDG13_2', 'SDG7_general']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG4_general']
G34059190,"['SDG4_1', 'SDG4_2', 'SDG4_general', 'SDG3_general']"
G34059190,['SDG4_general']
G34059190,[]
G34059190,['SDG8_b']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,"['SDG5_6', 'SDG5_2']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,['SDG5_3']
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,"['SDG4_1', 'SDG4_general', 'SDG3_general']"
G34059190,[]
G34059190,"['SDG13_general', 'SDG13_2', 'SDG7_3']"
G34059190,[]
G34059190,[]
G34059190,[]
G34059190,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,['SDG11_3']
G42012536,[]
G42012536,[]
G42012536,"['SDG12_4', 'SDG13_2']"
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G42012536,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G19082695,[]
G12007300,[]
G12007300,[]
G12007300,[]
G12007300,[]
G12007300,[]
G12007300,[]
G08008400,[]
G08008400,[]
G08008400,[]
G08008400,[]
G08008400,[]
G08008400,[]
G31028000,[]
G31028000,[]
G31028000,"['SDG13_general', 'SDG13_3', 'SDG11_3', 'SDG13_2']"
G31028000,[]
G31028000,[]
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,[]
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,"['SDG13_general', 'SDG7_3']"
G31028000,"['SDG13_general', 'SDG7_3']"
G31028000,['SDG13_general']
G31028000,[]
G31028000,['SDG9_1']
G31028000,[]
G31028000,"['SDG12_general', 'SDG7_general']"
G31028000,"['SDG7_2', 'SDG7_general']"
G31028000,['SDG10_7']
G31028000,"['SDG13_general', 'SDG13_2', 'SDG7_general']"
G31028000,[]
G31028000,"['SDG13_general', 'SDG11_3', 'SDG13_2']"
G31028000,['SDG9_3']
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,['SDG13_general']
G31028000,"['SDG7_3', 'SDG7_general']"
G31028000,[]
G31028000,[]
G31028000,['SDG13_general']
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,['SDG13_general']
G31028000,"['SDG13_general', 'SDG13_3', 'SDG13_2']"
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,['SDG13_general']
G31028000,[]
G31028000,"['SDG1_4', 'SDG13_general']"
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,"['SDG13_general', 'SDG7_2', 'SDG7_general']"
G31028000,"['SDG13_general', 'SDG15_2']"
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG16_6']
G31028000,"['SDG13_general', 'SDG13_3']"
G31028000,[]
G31028000,[]
G31028000,['SDG13_general']
G31028000,"['SDG12_5', 'SDG12_4', 'SDG13_general', 'SDG13_2']"
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,"['SDG13_general', 'SDG13_a', 'SDG13_2']"
G31028000,[]
G31028000,"['SDG12_2', 'SDG13_general', 'SDG15_general']"
G31028000,[]
G31028000,['SDG13_general']
G31028000,"['SDG13_general', 'SDG13_2', 'SDG3_6']"
G31028000,['SDG7_3']
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,['SDG13_general']
G31028000,[]
G31028000,"['SDG13_general', 'SDG13_2', 'SDG7_general']"
G31028000,['SDG13_general']
G31028000,[]
G31028000,['SDG13_general']
G31028000,['SDG13_general']
G31028000,['SDG7_general']
G31028000,"['SDG7_2', 'SDG7_general']"
G31028000,[]
G31028000,[]
G31028000,[]
G31028000,"['SDG13_general', 'SDG11_3', 'SDG13_2']"
